id,company_id,formula_number,name,bag_id,markup_id,distrib1_markup,distrib2_markup,retail_list_markup,notes
597,2,"4-60701","GOODIES FOR PARROTS 12/1.5#",142,71,50,0,0,
598,2,"4-10026","CANARY SUPER 12/2#",172,66,60,0,0,
599,2,"4-10025","CANARY SUPER 10/5#",161,66,60,0,0,
600,2,"8-44710","BIRD BEAN MIX  10#",160,56,30,0,0,
601,2,"4-91003","RAT & MOUSE MENU 12/3#",166,66,50,0,0,
602,2,"4-91020","RAT & MOUSE MENU 20#",137,65,50,0,0,
603,2,"4-60502","FEATHERGLOW FANCY SOAK & SIMME",172,64,65,0,0,
604,2,"4-60520","FEATHERGLOW FANCY SOAK & SIMME",135,64,60,0,0,
605,2,"4-70035","MACAW SUPER 10/3.5#",163,71,65,0,0,
606,2,"4-60715","GOODIES FOR PARROTS 15#",167,70,50,0,0,
607,2,"4-50302","PARROT PREMIUM 10/2.5#",181,69,60,0,0,
608,2,"4-40006","SPRAY MILLET 12/6OZ.",171,64,40,0,0,
609,2,"4-80720","WILD FINCH FAVORITE 20#",143,64,60,0,0,
610,2,"4-80705","WILD FINCH FAVORITE 10/5#",161,64,63,0,0,
611,2,"4-60920","NUTRI-BRITE PELLET (MEDIUM) 20",135,65,40,0,0,
612,2,"4-90024","GUINEA PIG PELLET 20#",137,58,40,0,0,
613,2,"4-90026","GUINEA PIG PELLET 50#",157,60,40,0,0,
614,2,"4-80025","RABBIT PELLETS 20#",137,58,45,0,0,
615,2,"4-80048","RABBIT PELLETS 10/5#",161,60,45,0,0,
616,2,"4-90025","ZUPREEM PRIMATE BISCUITS 12/1#",173,64,45,0,0,
617,2,"4-62020","ECLECTUS CUSTOM MIX 20#",164,64,50,0,0,
618,2,"4-62003","ECLECTUS CUSTOM MIX 10/3#",166,65,65,0,0,
619,2,"4-11850","THE ""BLEND"" 50#",157,64,60,0,0,
620,2,"4-40003","HEALTH GRIT GREY 12/2#",172,64,50,0,0,
621,2,"4-40002","BLUE HEALTH GRIT 12/2#",172,64,50,0,0,
622,2,"4-65125","BLUE HEALTH GRIT 25#",153,55,50,0,0,
623,2,"4-65225","GREY HEALTH  GRIT 25#",153,55,50,0,0,
624,2,"4-50205","WALNUT SHELL 10/ 5#",161,59,45,0,0,
625,2,"4-10920","ROGUE NO WASTE 20#",143,54,38,0,0,
626,2,"4-10905","ROGUE NO WASTE 10/5#",161,55,40,0,0,
627,2,"4-60620","FEATHERGLOW GOURMET EGGFOOD 15",139,68,55,0,0,
628,2,"9-10005","PRO MIX  1#",153,46,35,0,0,
629,2,"4-50210","WALNUT SHELL  4/10#",160,59,50,0,0,
630,2,"4-50225","WALNUT SHELL  25#",153,55,50,0,0,
631,2,"4-10220","TROUBLE-FREE BACK YARD MIX  20",143,61,40,0,0,
632,2,"80920","BIRD FEEDER NO-WASTE  20#",161,58,40,0,0,
633,2,"4-61103","Featherglow ""Fruit 'N Like It""",166,83,50,0,0,
634,2,"4-62008","ECLECTUS CUSTOM MIX  5/8#",165,65,45,0,0,
635,2,"4-10240","TROUBLE-FREE BACK YARD MIX  40",144,60,40,0,0,
636,2,"4-10205","TROUBLE-FREE BACK YARD MIX  5#",161,64,40,0,0,
637,2,"6-10024","BEST P. F. CANARY  24OZ.",174,70,45,0,0,
638,2,"6-10020","BEST P. F. CANARY 20#",164,65,45,0,0,
639,2,"6-10224","BEST P. F. FINCH 12/24 OZ.",174,68,50,0,0,
640,2,"6-10220","BEST P. F. FINCH 20#",164,64,50,0,0,
641,2,"6-10435","BEST P. F. LARGE HOOKBILL 10/3",175,68,45,0,0,
642,2,"6-10420","BEST P. F. LARGE HOOKBILL 20#",164,65,40,0,0,
643,2,"6-10624","BEST P. F. MEDIUM HOOKBILL 12/",174,69,45,0,0,
644,2,"6-10635","BEST P. F. MEDIUM HOOKBILL 10/",175,68,45,0,0,
645,2,"6-10620","BEST P. F. MEDIUM HOOKBILL 20#",164,64,45,0,0,
646,2,"6-10824","BEST P. F. PARAKEET 12/24 OZ",174,68,45,0,0,
647,2,"6-10820","BEST P. F. PARAKEET 20#",164,64,45,0,0,
648,2,"6-11020","BEST P. F. SMALL HOOKBILL 20#",164,64,50,0,0,
649,2,"6-13004","BEST P. F. GUINEA PIG 10/4#",149,66,45,0,0,
650,2,"6-13424","BEST P. F. Hamster, Mice & Rat",174,68,45,0,0,
651,2,"6-13435","BEST P. F. Hamster, Mice & Rat",175,66,45,0,0,
652,2,"6-13420","BEST P. F. Hamster, Mice & Rat",164,64,45,0,0,
653,2,"6-13804","BEST P. F. RABBIT 10/4#",149,66,50,0,0,
654,2,"6-13808","BEST P. F. RABBIT  5/8#",151,65,50,0,0,
655,2,"6-13820","BEST P. F. RABBIT   20#",164,64,50,0,0,
656,2,"6-13020","BEST P. F. GUINEA PIG 20#",164,64,45,0,0,
657,2,"6-16420","BEST P. F. COLORED PELLETS  20",164,65,35,0,0,
658,2,"6-16424","BEST P. F. COLORED PELLETS  24",174,68,60,0,0,
659,2,"6-16435","BEST P. F. COLORED PELLETS  10",175,67,40,0,0,
660,2,"6-15215","BEST P. F. FRUIT 'N' FRUIT   1",176,77,55,0,0,
661,2,"6-10035","BEST P. F. CANARY 10/3.5#",175,67,45,0,0,
662,2,"6-10235","BEST P. F. FINCH 10/3.5#",175,68,50,0,0,
663,2,"6-10835","BEST P. F. PARAKEET 10/3.5#",175,66,45,0,0,
664,2,"6-11024","BEST P. F. SMALL HOOKBILL 12/2",174,70,50,0,0,
665,2,"6-11035","BEST P. F. SMALL HOOKBILL 10/3",175,68,50,0,0,
666,2,"4-50250","WALNUT SHELL  50#",183,41,25,0,0,
667,2,"6-15203","BEST P. F. FRUIT 'N' FRUIT  10",166,77,50,0,0,
668,2,"6-15201","BEST P. F. FRUIT 'N' FRUIT  12",173,79,50,0,0,
669,2,"4-61215","Featherglow ""Nut 'N Like  It"" ",139,77,65,0,0,
670,2,"4-80050","RABBIT GOURMET 5/8#",165,64,50,0,0,
671,2,"4-90030","GUINEA PIG GOURMET 5/8#",165,56,50,0,0,
672,2,"4-90023","GUINEA PIG PELLETS  5/8#",165,59,40,0,0,
673,2,"4-90022","GUINEA PIG PELLETS 12/4#",162,60,40,0,0,
674,2,"4-80024","RABBIT PELLETS  5/8#",165,59,45,0,0,
675,2,"4-80022","RABBIT PELLETS  12/4#",162,60,45,0,0,
676,2,"4-91024","RAT & MOUSE MENU  12/24 oz.",180,69,55,0,0,
677,2,"4-91004","RAT & MOUSE MENU 12/4#",162,67,50,0,0,
678,2,"4-20120","COCKATIEL REGULAR N/SUN  20#",145,58,60,0,0,
679,2,"4-20140","COCKATIEL REGULAR N/SUN  40#",146,57,55,0,0,
680,2,"4-20240","COCKATIEL REGULAR W/SUN  40#",146,60,55,0,0,
681,2,"4-20220","COCKATIEL REGULAR W/ SUN  20#",145,60,60,0,0,
682,2,"4-20340","FINCH PREMIUM  40#",146,61,50,0,0,
683,2,"4-20320","FINCH PREMIUM  20#",145,62,55,0,0,
684,2,"4-20440","FINCH SPECIAL  40#",146,59,50,0,0,
685,2,"4-20420","FINCH SPECIAL  20#",145,62,55,0,0,
686,2,"4-50120","HOOKBILL REG.  (Safflower)  20",145,64,60,0,0,
687,2,"4-50140","HOOKBILL REG  (Safflower)   40",146,61,55,0,0,
688,2,"4-30120","PARAKEET  15%  20#",145,60,55,0,0,
689,2,"4-50320","PARROT PREMIUM  20#",145,67,55,0,0,
690,2,"4-30140","PARAKEET  15%  40#",146,56,50,0,0,
691,2,"4-30220","PARAKEET  25%  20#",145,60,55,0,0,
692,2,"3-10000","Brown""s spray millet  24 / 5 o",185,83,60,0,0,
693,2,"4-81120","RABBIT PELLETS W/R. BARLEY  20",135,55,50,0,0,
694,2,"4-81108","RABBIT PELLETS W/ R. BARLEY  8",165,59,50,0,0,
695,2,"4-81104","RABBIT PELLETS W/R. BARLEY  4#",162,60,50,0,0,
696,2,"5-10050","BIRDEE'S MED  HOOKBILL  50#",183,56,40,0,0,
697,2,"5-10150","BIRDEES LARGE HOOKBILL  50#",183,56,40,0,0,
698,2,"5-10250","BIRDEE'S HOOKBILL (REGULAR)  5",183,56,40,0,0,
699,2,"4-73004","HAMSTER GOURMET  12/4#",162,67,55,0,0,
700,2,"4-73002","HAMSTER GOURMET  12/24 oz.",170,69,55,0,0,
701,2,"4-73020","HAMSTER GOURMET  20#",137,64,50,0,0,
702,2,"4-73040","Hamster Gourmet  40#",138,65,55,0,0,
703,2,"4-77801","RODENT BREEDER DIET 16 OZ",173,65,50,0,0,
704,2,"4-77803","RODENT BREEDER DIET  3#",166,64,50,0,0,
705,2,"4-77820","RODENT BREEDER DIET  20#",137,64,50,0,0,
706,2,"4-77850","RODENT BREEDER DIET  50#",157,60,40,0,0,
707,2,"3-10050","Monizz/ Sanchezz Blend",157,63,60,0,0,
708,2,"80704","WILD FINCH FAVORITE 12/4#",162,64,55,0,0,
709,2,"80740","WILD FINCH FAVORITE  40#",144,64,55,0,0,
710,2,"4-89005","Rogue Deluxe  10/5#",161,55,50,0,0,
711,2,"4-89305","Rogue No-Waste  10/5#",161,55,50,0,0,
712,2,"4-89905","Rogue Wild Finch  10/5#",161,55,50,0,0,
713,2,"4-89105","Rogue Dove & Quail  10/5#",161,55,50,0,0,
714,2,"4-89705","Rogue Select (Ground Feeders) ",161,55,50,0,0,
715,2,"4-89505","Rogue Premium  10/5#",161,55,50,0,0,
716,2,"4-89120","Rogue Dove & Quail  20#",143,54,45,0,0,
717,2,"4-89140","Rogue Dove & Quail  40#",144,54,45,0,0,
718,2,"4-89020","Rogue Deluxe  20#",143,54,45,0,0,
719,2,"4-89040","Rogue Deluxe  40#",144,54,45,0,0,
720,2,"4-89320","Rogue No-Waste  20#",143,54,50,0,0,
721,2,"4-89920","Rogue Wild Finch  20#",143,54,50,0,0,
722,2,"4-89940","Rogue Wild Finch  40#",144,54,50,0,0,
723,2,"4-89720","Rogue Select (Ground Feeders) ",143,54,45,0,0,
724,2,"4-89340","Rogue No-Waste  40#",144,54,50,0,0,
725,2,"4-89740","Rogue Select (Ground Feeders) ",144,54,45,0,0,
726,2,"4-89520","Rogue Premium  20#",143,54,45,0,0,
727,2,"4-89540","Rogue Premium  40#",144,54,45,0,0,
728,2,"4-77020","RABBIT PELLETS  20#",143,54,45,0,0,
729,2,"4-31020","Aviary Mix  20#",145,61,55,0,0,
730,2,"4-31040","Aviary Mix  40#",146,58,50,0,0,
731,2,"4-32020","Canary Roller  20#",145,61,55,0,0,
732,2,"4-32040","Canary Roller  40#",146,58,50,0,0,
733,2,"4-32520","Cockatiel, Reg. No-Sun  20#",145,58,60,0,0,
734,2,"4-32540","Cockatiel, Reg. No-Sun  40#",146,57,60,0,0,
735,2,"4-33040","Cockatiel, Reg. With-Sun  40#",146,60,60,0,0,
736,2,"4-33020","Cockatiel, Reg. With-Sun  20#",145,60,60,0,0,
737,2,"4-34040","Finch Premium  40#",146,61,55,0,0,
738,2,"4-34020","Finch Premium  20#",145,62,55,0,0,
739,2,"4-34540","Finch Special  40#",146,59,55,0,0,
740,2,"4-34520","Finch Special  20#",145,62,55,0,0,
741,2,"4-35540","Hookbill Reg. (Safflower)  40#",146,61,60,0,0,
742,2,"4-35520","Hookbill Reg. (Safflower)  20#",145,64,60,0,0,
743,2,"4-36540","Parakeet 42%  40#",146,60,55,0,0,
744,2,"4-36520","Parakeet 42%  20#",145,63,55,0,0,
745,2,"4-37040","Parakeet 25%  40#",146,60,60,0,0,
746,2,"4-37020","Parakeet 25%  20#",145,60,60,0,0,
747,2,"4-37540","Parakeet 15%  40#",146,56,60,0,0,
748,2,"4-37520","Parakeet  15%  20#",145,60,60,0,0,
749,2,"4-38530","Parrot Premium  30#",187,67,55,0,0,
750,2,"4-38515","Parrot Premium  15#",139,70,55,0,0,
751,2,"5-10020","BIRDEE'S MED  HOOKBILL  20#",135,56,40,0,0,
752,2,"5-10120","BIRDEES LARGE HOOKBILL  20#",135,56,40,0,0,
753,2,"5-10220","BIRDEE'S HOOKBILL (REGULAR)  2",135,56,40,0,0,
754,2,"4-55004","PINE NUTS",156,56,,0,0,
755,2,"4-61102","Featherglow ""Fruit 'N Like It""",168,83,60,0,0,
756,2,"4-61115","Featherglow ""Fruit 'N Like It""",139,77,60,0,0,
757,2,"5-15120","Deluxe Patio No Fuse Mix  20# ",143,55,25,0,0,
758,2,"5-15220","Plus Blend  Mix  20#  (#2)",137,55,25,0,0,
759,2,"5-15320","Aububon Wild Bird  20#  (#3)",137,55,25,0,0,
760,2,"5-15420","Premium Wild Bird  20#  (#4)",137,55,25,0,0,
761,2,"6-17501","Spray Millet  12/6 oz.",171,60,40,0,0,
762,2,"4-61220","Featherglow ""Nut 'N Like It""  ",168,79,65,0,0,
763,2,"4-61203","Featherglow ""Nut 'N Like It""  ",166,77,65,0,0,
765,3,"62440","SMALL ANIMAL MIX 40#",311,96,30,0,0,
766,3,"62420","SMALL ANIMAL MIX  20#",211,96,30,0,0,
767,3,"62408","SMALL ANIMAL MIX  8#",194,99,30,0,0,
768,3,"62404","SMALL ANIIMAL MIX 4#",,99,30,0,0,
769,3,"62504","DELUXE SM ANIIMAL MIX 4#",210,102,40,0,0,
770,3,"62508","DELUXE SM ANIIMAL MIX 8#",194,102,40,0,0,
771,3,"62520","DELUXE SM ANIMAL MIX 20#",211,101,40,0,0,
772,3,"62540","DELUXE SM ANIMAL MIX 40#",213,101,30,0,0,
773,3,"40725","ALASKA WILD BIRD MIX 25#",,95,25,0,0,
774,3,"40750","ALASKA WILD BIRD MIX 50#",190,95,35,0,0,
775,3,"60025","UNIVERSITY OF WA MIX 25#",,96,40,0,0,
776,3,"60020","WATERMARK CUSTOM MIX 25#",,96,40,0,0,
777,3,"50025","KATHY SHORT MIX 25#",,96,40,0,0,
778,3,"62702","CHARLIES SPEC BEAN MIX 2#",309,96,40,0,0,
779,3,"62705","CHARLIES SPEC BEAN MIX 5#",191,96,40,0,0,
780,3,"62725","CHARLIES SPEC BEAN MIX 25#",,96,40,0,0,
781,3,"27400","FRUIT & VEGGIE P.F.C.  Per Lb.",,,40,0,0,
782,3,"27455","FRUIT & VEGGIE P.F.C. 5#",191,,40,0,0,
783,3,"27452","FRUIT & VEGGIE P.F.C. 2#",196,,40,0,0,
784,3,"27451","FRUIT & VEGGIE P.F.C. 1#",,,40,0,0,
785,3,"27450","FRUIT & VEGGIE P.F.C. 8oz.",197,,40,0,0,
786,3,"71420","WBU SUPREME PLUS 20#",199,100,30,0,0,
787,3,"71320"," WBU SELECT BLEND  20#",199,100,30,0,0,
788,3,"71520","WBU WHITE DELUXE 20#",199,100,30,0,0,
789,3,"71120","WBU DELUXE PLUS 20#",199,100,30,0,0,
790,3,"71220","WBU FINCH BLEND  20#",199,100,30,0,0,
791,3,"72220","WBU ""NO MESS"" 20#",199,100,30,0,0,
792,3,"72120","WBU DELUXE BLEND  25#",198,100,30,0,0,
793,3,"71620","WBU WESTERN WILDLIFE BLEND  20",199,100,30,0,0,
794,3,"71720","WBU JAY & SQUIRREL BLEND  20#",199,100,30,0,0,
795,3,"73320","WBC PREMIUM BLEND 20#",201,100,30,0,0,
796,3,"73340","WBC PREMIUM BLEND 40#",200,100,30,0,0,
797,3,"73420","WBC STANDARD BLEND  20#",201,100,30,0,0,
798,3,"73720","WBC WESTERN PATIO MIX 20#",201,100,30,0,0,
799,3,"73220","WBC PATIO MIX  20#",201,100,30,0,0,
800,3,"73820","WBC WESTERN PREMIUM BLEND 20#",201,100,30,0,0,
801,3,"73120","WBC FINCH BLEND 20#",201,100,30,0,0,
802,3,"41440","OLYMPIC BLEND 40#",213,93,40,0,0,
803,3,"41420","OLYMPIC BLEND 20#",211,94,40,0,0,
804,3,"41220","4-WAY GOURMET  20#",211,96,40,0,0,
805,3,"41240","4-WAY GOURMET  40#",213,95,40,0,0,
806,3,"41340","NATURE COMPANY MIX  40#",213,94,40,0,0,
807,3,"60102","B.D. CANARY DIET 12/2#",202,106,30,0,0,
808,3,"60105","B.D. CANARY DIET 6/5#",206,105,30,0,0,
809,3,"60125","B.D. CANARY DIET 25#",215,102,30,0,0,
810,3,"60150","B.D. CANARY 50#",218,101,30,0,0,
811,3,"60225","B.D. CANARY ROLLER 25#",215,102,30,0,0,
812,3,"60250","B.D. CANARY ROLLER  50#",218,101,30,0,0,
813,3,"60602"," DOVE & QUAIL 12/2#",202,106,30,0,0,
814,3,"60605","DOVE & QUAIL  10/5#",208,104,30,0,0,
815,3,"60625","DOVE & QUAIL 25#",215,96,30,0,0,
816,3,"60650","DOVE & QUAIL 50#",218,96,30,0,0,
817,3,"60702","B.D. FINCH   12/2#",202,106,30,0,0,
818,3,"60705","B.D. FINCH 10/5#",208,105,30,0,0,
819,3,"60725","B.D. FINCH  25#",215,102,30,0,0,
820,3,"60750","B.D. FINCH  50#",218,101,30,0,0,
821,3,"62202","B.D. PARAKEET 25%  12/2#",202,106,30,0,0,
822,3,"62205","B.D. PARAKEET 25%  10/5#",208,105,30,0,0,
823,3,"62125","B.D. PARAKEET 25%  25#",215,97,30,0,0,
824,3,"62150","B.D. PARAKEET 25%   50#",218,96,30,0,0,
825,3,"62604","GUINEA PIG PELLETS  6/4#",203,99,40,0,0,
826,3,"62620","GUINEA PIG PELLETS  20#",211,98,40,0,0,
827,3,"60302","B.D. COCKATIEL 12/2# (FANCY)",202,106,30,0,0,
828,3,"60305","B.D. COCKATIEL 10/5# (FANCY)",208,102,30,0,0,
829,3,"60325","B.D. COCKATIEL 25# (FANCY)",215,100,30,0,0,
830,3,"60350","B.D. COCKATIEL 50# (FANCY)",218,99,30,0,0,
831,3,"60502","B.D. COCKATIEL/LOVEBIRD 12/2#",202,106,30,0,0,
832,3,"60505","B.D. COCKATIEL/LOVEBIRD 10/5#",208,105,30,0,0,
833,3,"60525","B.D. COCKATIEL/LOVEBIRD 25#",215,102,30,0,0,
834,3,"60550","B.D. COCKATIEL/LOVEBIRD 50#",218,101,30,0,0,
835,3,"61102","B.D. HAMSTER 12/2#",202,102,25,0,0,
836,3,"61703","PARROT SUNFLOWER (PREM) 12/3#",207,112,30,0,0,
837,3,"61705","PARROT SUNFLOWER (PREM) 10/5#",206,111,30,0,0,
838,3,"61725","PARROT SUNFLOWER (PREM) 25#",215,106,30,0,0,
839,3,"61903","B.D. PARROT SAFFLOWER 12/3#",207,102,30,0,0,
840,3,"61905","B.D. PARROT SAFFLOWER 10/5#",205,102,30,0,0,
841,3,"61925","B.D. PARROT SAFFLOWER 20#",216,104,30,0,0,
842,3,"61940","B.D. PARROT SAFFLOWER 40#",217,103,30,0,0,
843,3,"61105","B.D. HAMSTER 10/5#",206,105,25,0,0,
844,3,"61120","B.D. HAMSTER 20#",216,103,25,0,0,
845,3,"61140","B.D. HAMSTER 40#",217,102,25,0,0,
846,3,"62804","DELUXE GUINEA PIG & RABBIT  8/",,98,30,0,0,
847,3,"62808","DELUXE GUINES PIG & RABBIT 4/8",194,97,30,0,0,
848,3,"62820","DELUXE GUINEA PIG & RABBIT 20#",211,96,30,0,0,
849,3,"62608","GUINEA PIG PELLETS   4/8#",194,96,40,0,0,
850,3,"83504","CAGE LITTER (WALNUT SHELL)  8/",,97,25,0,0,
851,3,"83508","CAGE LITTER (WALNUT SHELL)  4/",194,96,25,0,0,
852,3,"83525","CAGE LITTER  (WALNUT SHELL)   ",215,94,25,0,0,
853,3,"41120","NATURE COMPANY SQUIRREL  20#",211,99,35,0,0,
854,3,"41520","SQUIRREL & WILDLIFE MIX  20#",211,100,40,0,0,
855,3,"46250","PIGEON SELECT 12% 50#",222,94,35,0,0,
856,3,"46450","PIGEON DELUXE 14% 50#",222,95,35,0,0,
857,3,"46550","PIGEON GOLD 15.5% 50#",222,95,35,0,0,
858,3,"46750","PIGEON ROYAL 17.5% 50#",222,96,35,0,0,
859,3,"46850","PIGEON SUPREME 19% 50#",222,96,35,0,0,
860,3,"47150","PIGEON ECONOMY 11% 50#",223,94,35,0,0,
861,3,"47350","PIGEON STANDARD 13.5% 50#",223,95,35,0,0,
862,3,"47550","PIGEON CLASSIC 15% 50#",223,95,35,0,0,
863,3,"47650","PIGEON SUPREME 17% 50#",223,96,35,0,0,
864,3,"47750","PIGEON SUPER 19% 50#",223,96,35,0,0,
865,3,"47200","PIGEON ""NO CORN"" 12% 50#",223,95,35,0,0,
866,3,"47600","PIGEON ""NO CORN"" 15.5% 50#",223,95,35,0,0,
867,3,"40920","ASSOCIATED PET WILD BIRD  20#",220,94,25,0,0,
868,3,"73520","WBC  PREMIUM BLACK OIL SUNFLOW",201,94,25,0,0,
869,3,"41720","PATIO MIX  20#",211,95,40,0,0,
870,3,"73240","WBC  PATIO MIX  40#",213,100,30,0,0,
871,3,"73540","WBC PREMIUM BLK OIL SUNF   40#",213,95,25,0,0,
872,3,"73205","WBC PATIO MIX  12/5#",206,101,35,0,0,
873,3,"73210","WBC PATIO MIX   5/10#",221,101,30,0,0,
874,3,"73305","WBC PREMIUM BLEND  12/5#",206,101,35,0,0,
875,3,"73310","WBC PREMIUM BLEND  5/10#",221,101,35,0,0,
876,3,"73405","WBC  STANDARD BLEND   12/5#",206,101,35,0,0,
877,3,"73410","WBC  STANDARD BLEND   5/10#",221,101,35,0,0,
878,3,"41550","FARMLAND CUSTOM WILD BIRD 50#",214,95,25,0,0,
879,3,"41710","PATIO MIX  10#----4/10#",221,101,40,0,0,
880,3,"41810","PNW  FINCH MIX  10#----4/10#",221,98,40,0,0,
881,3,"41820","PNW FINCH MIX 20#",211,97,40,0,0,
882,3,"41910","PNW STANDARD 3-WAY  10#--4/10#",221,98,40,0,0,
883,3,"41920","PNW STANDARD 3-WAY  20#",211,96,40,0,0,
884,3,"41940","PNW STANDARD 3-WAY  40#",213,95,40,0,0,
885,3,"42010","PNW  DELUXE 3-WAY   10#---4/10",221,98,40,0,0,
886,3,"42020","PNW DELUXE 3-WAY   20#",211,95,40,0,0,
887,3,"42040","PNW  DELUXE 3-WAY   40#",213,95,40,0,0,
888,3,"42110","PNW PREMIUM 4-WAY   10#---4/10",221,98,40,0,0,
889,3,"42120","PNW PREMIUM 4-WAY  20#",211,95,40,0,0,
890,3,"41140","PNW  PREMIUM 4-WAY  40#",213,95,40,0,0,
891,3,"73440","WBC STANDARD BLEND  40#",200,100,30,0,0,
892,3,"73125","WBU NYJER   25#",198,99,15,20,25,
893,3,"72225","WBU PREMIUM SBO",198,94,25,0,0,
894,3,"27520","SOAK & COOK   20#",211,106,40,0,0,
895,3,"72320","WBU SUPREME LM  20#",199,100,30,0,0,
896,3,"71020","WBU  DELUXE  LM  20#",199,100,30,0,0,
897,3,"42225","PURINA BIRD LUVERS  25#",225,94,25,0,0,
898,3,"42250","PURINA BIRD LUVERS  50#",224,94,25,0,0,
899,3,"33225","PURINA SBO SUNFLOWER  25",227,90,20,0,0,
900,3,"33250","PURINA SBO SUNFLOWER   50#",226,89,20,0,0,
901,3,"62002","B.D. PARAKEET 5%",202,102,35,0,0,
902,3,"48400","NO CORN PIGEON 16.5%",223,95,35,0,0,
903,3,"48500","NO CORN DELUXE PIGEON MIX 50#",223,95,35,0,0,
904,3,"70920","WBU NORTHWEST BLEND  20#",199,100,30,0,0,
916,1,"9-12100","FISH OIL (By the Barrel)",273,6,10,15,25,
918,1,"9-12551","MILLET, SPRAY 6/6 OZ",242,,0,0,0,
921,1,"2-10000","SUPER SCRATCH   50#",16,6,15,20,25,
922,0,"10075","SUPER SCRATCH 75#",3,1,30,0,0,
924,1,"2-10075","SUPER  SCRATCH  75#",6,5,15,20,25,
936,1,"9-35003","SUNFLOWER,  BLACK STRIPE  6/3#",253,25,15,25,30,
938,1,"7-40405","PREM NO-WASTE 5/5#",69,16,35,45,0,
939,1,"7-40505","PREMIUM SEASON'S CHOICE 5//5#",252,19,35,0,0,
940,1,"7-40605","PREMIUM SUPERIOR BLEND 5/5#",252,16,15,25,30,
941,1,"7-40805","PREMIUM GARDEN MIX 5/5#",252,16,15,25,30,
942,1,"7-40905","PREMIUM WILD FINCH 5/5#",252,16,15,25,30,
943,1,"7-40920","PREMIUM WILD FINCH 20#",239,14,15,25,30,
944,1,"7-41040","WESTERN  D  VALUE MIX 40#",28,12,25,30,35,
946,1,"7-41050","FARM SUPPLY WLD BIRD W/SUN 50#",22,8,20,30,0,"$6.10--40# bag to Bob Roemer, 10/7/02"
947,1,"7-40650","J.S. WEST WILD BIRD 50#",45,8,15,25,30,
948,1,"7-40740","J.S.WEST DOVE & QUAIL 40#",23,9,15,25,30,"Price $8.05  10/29/03"
951,1,"7-44120","NORTHERN STAR PREM W.B. 20#",26,10,25,35,0,
954,1,"7-44140","NORTHERN STAR PREM W.B. 40#",23,8,15,25,30,
955,1,"4-46850","PIGEON SUPREME 19%  50#",35,10,15,25,30,
956,1,"4-47200","PIGEON ""NO CORN"" 12%  50#",37,10,15,25,30,
957,1,"4-47600","PIGEON ""NO CORN"" 15.5% 50#",37,10,15,25,30,
960,1,"5-48375","GEORGE'S ROLLER MIX  75#",6,8,20,30,35,
961,1,"5-48400","NW NO-CORN PIGEON 16.5%",37,8,15,25,30,
965,1,"5-49250","NW SP PIGEON 50# (DENT CORN)",37,9,20,30,0,
967,1,"5-50700","BIECHE LOFTS RACING MIX 50#",22,9,20,25,30,
968,1,"3-57375","SAL'S MIX 75#",6,9,20,25,30,
972,1,"3-58180","JESSE'S GAMEBIRD MIX 75#",6,9,20,25,30,
975,1,"3-58700","CALIENTE 18% GAMEBIRD 50#",289,9,15,25,30,
976,1,"3-59000","NUTRENA JR's  SUPER BIRD  50#",289,9,15,25,30,
980,1,"3-59650","FARM SPLY SANTA MARIA MIX 50#",8,9,20,25,30,
982,1,"3-59750","J.S.WEST GAMEBIRD 50#",45,8,25,30,35,
983,1,"3-59975","GEORGE'S GRANDE MIX 15.5%  75#",7,9,20,25,30,"Change formula 11/18/11"
984,1,"1-60300","J.S.WEST COCKATIEL Plus 40#",46,16,30,40,0,
986,1,"8-61425","BLUE HEALTH GRIT  25#",20,19,25,30,50,"4 oz of anise oil aded 1/25/06"
987,1,"1-62002","B.D. PARAKEET  25%  6/2#",68,24,10,25,30,
988,1,"1-62750","PET CENTER COCKATIEL VIT. 50#",23,15,25,30,35,
989,1,"1-62850","PET CENTER PARAKEET 44%  50#",27,15,30,35,40,
990,1,"1-62920","J.S.WEST PREMIUM RABBIT  20#",26,16,25,30,35,"changed formula 11/18/11"
993,1,"7-63325-20","NOR STAR PREM DOVE & QUAIL 20#",26,10,30,40,0,
994,1,"1-63225","NESBITT'S PARAKEET 25%  25#",25,14,30,40,0,
1003,1,"8-64950","SUPER GRIT/GARLIC  50#",18,5,25,30,35,"1/2# Anise Oil"
1005,1,"7-65405","PREM SQUIRREL MIX 5/5#",252,20,15,25,30,
1006,1,"7-65415","PREM SQUIRREL MIX 15#",271,19,15,25,30,
1007,1,"7-63350-40","NOR STAR PREM DOVE & QUAIL 40#",23,9,30,40,0,"quoted 14.30 one t"
1008,1,"7-41020","WESTERN  D VALUE MIX  20#",30,13,25,30,35,
1017,1,"9-95500","BARLEY R/C  50#",10,4,10,20,25,
1038,1,"3-59850","FARM SPLY GALLO FINO MIX",8,8,20,25,30,"$7.70/BAG 3 TON LOTS  8/21/02
change from 35 markup to 40  4/13/12"
1041,1,"7-42120","RENO SPECIAL WILD BIRD 20#",26,10,15,20,25,
1042,1,"1-63850","OXNARD CUSTOM COCKATIEL 50#",22,14,0,0,0,
1046,1,"3-59350","MEXX MIXX  50#",8,8,20,25,30,
1053,1,"2-59875","TMC GAMEBIRD (CRACKED CORN) 75",5,7,0,0,0,
1054,1,"6-73920","NATURE'S TRAIL MIX 20#",261,15,35,0,0,
1056,1,"7-41125","ROBINSON'S WILD BIRD 25#",25,10,30,0,0,
